id	lang	scale	placement	tags	det_lang	det_prob	lang_ok	wer	errs	nwords	tag_leak	text	hyp
chapter_de_arc_01_s2	de	chapter	per_sentence	['happy', 'excited', 'sighing', 'fearful', 'whispering', 'chuckling', 'sobbing', 'laughing']	de	0.99853515625	True	0.006024096385542169	1	166	False	[happy] Heute ist der Tag, von dem ich seit Monaten geträumt habe. [excited] Schon seit dem Morgengrauen stehe ich am Fenster und schaue zu, wie die Sonne langsam über die Dächer steigt. [sighing] Und trotzdem zittern mir die Hände, während ich versuche, die Krawatte zu binden. [fearful] Was, wenn ich im falschen Moment die Worte vergesse, wenn meine Stimme mich vor allen Gästen im Stich lässt? [whispering] Meine Mutter legt mir die Hand auf die Schulter und sagt, ich solle einfach nur atmen. [chuckling] Dabei kennt sie mich gut genug, um zu wissen, dass ich genau das noch nie gekonnt habe. [happy] Dann höre ich die Musik im Garten, die ersten Gäste lachen, und plötzlich ist alle Angst wie weggeblasen. [sobbing] Als ich sie am Ende des Weges stehen sehe, in diesem weißen Kleid, kann ich die Tränen nicht mehr zurückhalten. [laughing] Und sie, mein Gott, sie strahlt über das ganze Gesicht und formt mit den Lippen ein lautloses Endlich. [happy] Heute beginnt unser gemeinsames Leben, und ich bin bereit für jeden einzelnen Tag, der kommt.	Heute ist der Tag, von dem ich seit Monaten geträumt habe. Schon seit dem Morgengrauen stehe ich am Fenster und schaue zu, wie die Sonne langsam über die Dächer steigt. Und trotzdem zittern mir die Hände, während ich versuche, die Krawatte zu binden. Was, wenn ich im falschen Moment die Worte vergesse, wenn meine Stimme mich vor allen Gästen im Stich lässt? Meine Mutter legt mir die Hand auf die Schulter und sagt, ich solle einfach nur atmen. Dabei kennt sie mich gut genug, um zu wissen, dass ich genau das noch nie gekonnt habe. Dann höre ich die Musik im Garten, die ersten Gäste lachen und plötzlich ist alle Angst wie weggeblasen. Als ich sie am Ende des Weges stehen sehe, in diesem weißen Kleid, kann ich die Tränen nicht mehr zurückhalten. Und sie, mein Gott, sie strahlt über das ganze Gesicht und formt mit den Lippen ein lautloses Endlich. Heute beginnt unser gemeinsames Leben und ich bin bereit für jeden Einzelnen. Einen Tag, der kommt.
reply_de_special_laugh_20	de	reply	special	['laugh']	de	0.998046875	True	0.0	0	37	False	Er steht also auf für diesen sehr feierlichen Toast, klopft ans Glas, räuspert sich, und der ganze Boden des Glases fällt auf den Tisch [laugh] und er hält die Rede einfach weiter, mit dem Stiel in der Hand.	Er steht also auf für diesen sehr feierlichen Toast, klopft ans Glas, räuspert sich und der ganze Boden des Glases fällt auf den Tisch und er hält die Rede einfach weiter mit dem Stiel in der Hand.
small_de_trailing_excited_01_s2	de	small	trailing	['excited']	de	0.998046875	True	0.0	0	6	False	Morgen fahren wir endlich ans Meer [excited]!	Morgen fahren wir endlich ans Meer.
reply_de_wrap_name_20	de	reply	wrap	['soft']	de	0.99951171875	True	0.038461538461538464	1	26	False	Sie haben die Namen langsam vorgelesen, einen nach dem anderen, und als sie bei [soft] Margarethe ankamen, senkte der Mann in der ersten Reihe endlich den Kopf.	Sie haben die Namen langsam vorgelesen, einen nach dem anderen, und als sie bei Margarita ankamen, senkte der Mann in der ersten Reihe endlich den Kopf.
reply_de_combined_fastexcited_20	de	reply	combined	['fast', 'excited']	de	0.97509765625	True	0.058823529411764705	2	34	False	[fast] [excited] Also, das Taxi steht unten, die Pässe sind in der blauen Tasche, ich habe uns schon eingecheckt, und wenn wir in den nächsten vier Minuten losfahren, schaffen wir den frühen Zug statt des späten.	Und so, das Taxi steht unten, die Pässe sind in der blauen Tasche, ich habe uns schon eingecheckt und wenn wir in den nächsten vier Minuten losfahren, schaffen wir den frühen Zug statt des späten.
small_de_leading_surprised_01_s2	de	small	leading	['surprised']	de	0.6650390625	True	0.6	3	5	False	[surprised] Du bist ja schon zurück!	Dir überstehe schon zurück.
reply_de_mid_whispering_01_s2	de	reply	mid	['whispering']	de	0.998046875	True	0.0	0	20	False	Ich wollte dir nur kurz Bescheid geben, [whispering] aber bitte erzähl es noch keinem weiter. Es ist nämlich noch nicht offiziell.	Ich wollte dir nur kurz Bescheid geben, aber bitte erzähl es noch keinem weiter. Es ist nämlich noch nicht offiziell.
chapter_de_arc_04_s2	de	chapter	multi	['fearful', 'sighing', 'excited', 'laughing']	de	0.99853515625	True	0.0	0	171	False	Ich saß im Wartezimmer und starrte auf meine Bewerbungsmappe, die ich zum hundertsten Mal durchblätterte. Die anderen Kandidaten wirkten alle so selbstsicher, so makellos in ihren dunklen Anzügen. [fearful] Mit jeder Minute, die verging, wuchs der Knoten in meinem Magen, und ich war kurz davor, einfach aufzustehen und zu gehen. Doch dann rief jemand meinen Namen, und es gab kein Zurück mehr. Die Fragen kamen schnell und hart, und zweimal verhaspelte ich mich so sehr, dass ich dachte, jetzt sei endgültig alles vorbei. [sighing] In der Pause vor der letzten Frage glaubte ich fest daran, dass ich es vermasselt hatte. Doch als ich von meinem eigenen Projekt erzählte, von den vielen Nächten, die ich daran gesessen hatte, veränderte sich etwas im Raum. Die Frau mir gegenüber lehnte sich vor und begann zu lächeln. [excited] Und als sie mir am Ende die Hand reichte und Willkommen im Team sagte, hätte ich vor Freude laut schreien können. [laughing] Auf dem ganzen Heimweg rief ich sofort meine Schwester an und konnte vor lauter Lachen kaum ein Wort sprechen.	Ich saß im Wartezimmer und starrte auf meine Bewerbungsmappe, die ich zum hundertsten Mal durchblätterte. Die anderen Kandidaten wirkten alle so selbstsicher, so makellos in ihren dunklen Anzügen. Mit jeder Minute, die verging, wuchs der Knoten in meinem Magen, und ich war kurz davor, einfach aufzustehen und zu gehen. Doch dann rief jemand meinen Namen, und es gab kein Zurück mehr. Die Fragen kamen schnell und hart, und zweimal verhaspelte ich mich so sehr, dass ich dachte, jetzt sei endgültig alles vorbei. In der Pause vor der letzten Frage glaubte ich fest daran, dass ich es vermasselt hatte. Doch als ich von meinem eigenen Projekt erzählte, von den vielen Nächten, die ich daran gesessen hatte, veränderte sich etwas im Raum. Die Frau mir gegenüber lehnte sich vor und begann zu lächeln, und als sie mir am Ende die Hand reichte und willkommen im Team sagte, hätte ich vor Freude laut schreien können. Auf dem ganzen Heimweg rief ich sofort meine Schwester an und konnte vor lauter Lachen kaum ein Wort sprechen.
chapter_de_arc_06	de	chapter	neutral	[]	de	1.0	True	0.05194805194805195	8	154	False	Der kleine Markt am Stadtrand öffnet jeden Samstag schon kurz nach sieben. Die Händler bauen ihre Stände in der Morgendämmerung auf, während die ersten Lieferwagen über das holprige Pflaster rumpeln. An der Ecke verkauft eine ältere Frau Honig und selbst gemachte Marmelade aus ihrem eigenen Garten. Daneben stapeln sich Kisten mit Äpfeln, Kürbissen und frischem Gemüse aus der Umgebung. Der Bäcker zwei Stände weiter hat schon am Vorabend mit dem Backen begonnen, und der Duft von warmem Brot zieht über den ganzen Platz. Gegen neun Uhr füllt sich der Markt mit Menschen, die in aller Ruhe von Stand zu Stand schlendern. Man grüßt sich, bleibt stehen, tauscht ein paar Worte über das Wetter und die Ernte aus. Kinder laufen zwischen den Tischen umher und bekommen hier ein Stück Apfel, dort eine Probe Käse. Wenn der Markt am Mittag wieder schließt, bleibt nur der Geruch von Kaffee und nassem Laub auf dem leeren Platz zurück.	Der kleine Markt am Stadtrand öffnet jeden Samstag schon kurz nach sieben. Die Händler bauen ihre Stände in der Morgendämmerung auf, während die ersten Lieferwagen über das holprige Pflaster rumpeln. An der Ecke verkauft eine ältere Frau Honig und selbstgemachte Marmelade aus ihrem eigenen Garten. Daneben stapeln sich Kisten mit Äpfeln, Kürbissen und frischem Gemüse aus der Umgebung. Der Bäcker zwei Stände weiter hat schon am Vorabend mit dem Backen begonnen und der Duft von warmem Brot zieht über den ganzen Platz. Gegen neun Uhr füllt sich der Markt mit Menschen, die in aller Ruhe von Stand zu Stand schlendern. Man grüßt sich, bleibt stehen, tauscht ein paar Worte über das Wetter und die Ernte aus. Kinder laufen zwischen den Tischen umher und bekommen hier ein Stück Apfel, dort eine Probe Käse. Wenn der Markt am Mittag wieder schließt, bleibt nur der Geruch von Kaffee. Die Kinder gehen mit Kaffee und nassem Laub auf den leeren Platz zurück.
chapter_de_arc_03_s2	de	chapter	per_sentence	['excited', 'happy', 'chuckling', 'in a hurry tone', 'surprised', 'fearful', 'laughing', 'sighing']	de	0.99951171875	True	0.018404907975460124	3	163	False	[excited] An jenem Sommer beschlossen wir, dass dies das Jahr unseres großen Abenteuers werden würde. [happy] Wir packten zwei alte Rucksäcke mit Broten, einer Taschenlampe und einer Landkarte, die mein Bruder selbst gezeichnet hatte. [chuckling] Natürlich stimmte auf dieser Karte so gut wie nichts, aber das merkten wir erst sehr viel später. [in a hurry tone] Im Morgengrauen schlichen wir aus dem Haus, bevor die Eltern aufwachten, und rannten den Feldweg hinunter. [surprised] Mitten im Wald stießen wir plötzlich auf eine alte, halb verfallene Hütte, von der uns niemand je erzählt hatte. [fearful] Eine ganze Weile trauten wir uns nicht hinein, denn jedes Knacken im Unterholz klang wie ein Ungeheuer. [laughing] Am Ende war es nur ein verschreckter Igel, der genauso erschrak wie wir. [happy] Wir verbrachten den ganzen Tag dort, bauten ein Lager und erfanden Geschichten über Schätze und Piraten. [sighing] Als die Sonne unterging, traten wir den langen Heimweg an, müde und voller Schrammen. [happy] Bis heute ist es der schönste Tag meiner Kindheit, und ich würde alles geben, ihn noch einmal zu erleben.	Ein Innensommer beschlossen wir, dass dies das Jahr unseres großen Abenteuers werden würde. Wir packten zwei alte Rucksäcke mit Broten, einer Taschenlampe und einer Landkarte, die mein Bruder selbst gezeichnet hatte. Natürlich stimmte auf dieser Karte so gut wie nichts, aber das merkten wir erst sehr viel später. Im Morgengrauen schlichen wir aus dem Haus, bevor die Eltern aufwachten, und rannten den Feldweg hinunter. Mitten im Wald stießen wir plötzlich auf eine alte, halb verfallene Hütte, von der uns niemand je erzählt hatte. Eine ganze Weile trauten wir uns nicht hinein, denn jedes Knacken im Unterholz klang wie ein Ungeheuer. Am Ende war es nur ein verschreckter Igel, der genauso erschrak wie wir. Wir verbrachten den ganzen Tag dort, bauten ein Lager und erfanden Geschichten über Schätze und Piraten. Als die Sonne unterging, traten wir den langen Heimweg an, müde und voller Schrammen. Bis heute ist es der schönste Tag meiner Kindheit, und ich würde alles geben, ihn noch einmal zu erleben.
reply_de_special_gasp_20	de	reply	special	['gasp']	de	0.9990234375	True	0.0	0	34	False	Sie bog um die letzte Kurve des Weges und rechnete mit noch mehr Wald, und dann öffnete sich das ganze Tal unter ihr [gasp] und der See fing das Licht bis hinüber zum letzten Grat.	Sie bog um die letzte Kurve des Weges und rechnete mit noch mehr Wald und dann öffnete sich das ganze Tal unter ihr und der See fing das Licht bis hinüber zum letzten Grat.
reply_de_trailing_sighing_01_s2	de	reply	trailing	['sighing']	de	0.99951171875	True	0.0	0	14	False	Mach dir keine Sorgen, ich kümmere mich um alles. Geh du jetzt einfach schlafen [sighing].	Mach dir keine Sorgen, ich kümmere mich um alles. Geh du jetzt einfach schlafen.
reply_de_wrap_number_20	de	reply	wrap	['surprised']	de	0.99951171875	True	0.027777777777777776	1	36	False	Ich habe den Mechaniker um eine grobe Schätzung gebeten und mich innerlich gewappnet, und er sah kurz auf den Motor und sagte [surprised] vierzig, was in keiner Richtung eine Zahl war, auf die ich vorbereitet gewesen wäre.	Ich habe den Mechaniker um eine grobe Schätzung gebeten und mich innerlich gewappnet, und er sah kurz auf den Motor und sagte »40«, was in keiner Richtung eine Zahl war, auf die ich vorbereitet gewesen wäre.
reply_de_combined_whisperfear_20	de	reply	combined	['whispers', 'fearful']	de	0.9970703125	True	0.0	0	20	False	[whispers] [fearful] Da ist jemand im Treppenhaus. Ich höre die Diele beim Wäscheschrank, die immer knarrt. Mach das Licht noch nicht an.	Da ist jemand im Treppenhaus. Ich höre die Diele beim Wäscheschrank, die immer knarrt. Mach das Licht noch nicht an.
reply_de_leading_sarcastic_01_s2	de	reply	leading	['sarcastic']	de	0.9970703125	True	0.0	0	14	False	[sarcastic] Ach, das hast du ganz allein hinbekommen? Wie unglaublich beeindruckend. Ich bin wirklich sprachlos.	Ach, das hast du ganz allein hinbekommen. Wie unglaublich beeindruckend. Ich bin wirklich sprachlos.
reply_de_mid_surprised_20	de	reply	mid	['surprised']	de	0.998046875	True	0.0	0	34	False	Ich habe den Brief geöffnet und mit der nächsten Absage gerechnet, und [surprised] es war eine Zusage mit vollem Stipendium. Ich musste mich auf die Treppe setzen und ihn zweimal lesen, bis es angekommen ist.	Ich habe den Brief geöffnet und mit der nächsten Absage gerechnet und es war eine Zusage mit vollem Stipendium. Ich musste mich auf die Treppe setzen und ihn zweimal lesen, bis es angekommen ist.
reply_de_multi_joy_grief_20	de	reply	multi	['excited', 'sad', 'soft']	de	0.998046875	True	0.7111111111111111	32	45	False	[excited] Der Befund war sauber, vollkommen sauber, ich habe im Flur tatsächlich laut gerufen. [sad] Dann fiel mir ein, dass Anna letztes Jahr in derselben Woche ihren Befund bekommen hat, und ihrer war es nicht. [soft] Also saß ich noch eine Weile im Auto, bevor ich losgefahren bin.	Der Befund war sauber, vollkommen sauber, ich habe im Flur tatsächlich laut gerufen.
reply_de_neutral_20	de	reply	neutral	[]	de	0.9990234375	True	0.034482758620689655	1	29	False	Die Bibliothek hat den Lesesaal über den Sommer in den zweiten Stock verlegt. Werktags ist bis zwanzig Uhr geöffnet, und die Mikrofilmgeräte wurden durch zwei Scanstationen am Fenster ersetzt.	Die Bibliothek hat den Lesesaal über den Sommer in den zweiten Stock verlegt. Werktags ist bis 20 Uhr geöffnet und die Mikrofilmgeräte wurden durch zwei Scanstationen am Fenster ersetzt.
reply_de_per_sentence_arc_20	de	reply	per_sentence	['soft', 'surprised', 'excited']	de	0.9951171875	True	0.022222222222222223	1	45	False	[soft] Der Umschlag lag seit März hinter der Uhr. [surprised] Darin war ein Foto, das ich nie gesehen hatte, meine Mutter mit ungefähr neunzehn, lachend über irgendetwas außerhalb des Bildes. [excited] Und auf der Rückseite, mit Bleistift, der Name der Straße, in der sie meinen Vater kennengelernt hat.	Der Umschlag lag seit März hinter der Uhr. Darin war ein Foto, das ich nie gesehen hatte, meine Mutter mit ungefähr 19, lachend über irgendetwas außerhalb des Bildes, und auf der Rückseite mit Bleistift der Name der Straße, in der sie meinen Vater kennengelernt hat.
reply_de_special_sigh_20	de	reply	special	['sigh']	de	0.99951171875	True	0.04	1	25	False	Ich habe das ganze Kapitel neu geschrieben, umgebaut, viertausend Wörter gestrichen [sigh] und die einzige Anmerkung meiner Lektorin war, dass der ursprüngliche Anfang besser gewesen sei.	Ich habe das ganze Kapitel neu geschrieben, umgebaut, 4000 Wörter gestrichen und die einzige Anmerkung meiner Lektorin war, dass der ursprüngliche Anfang besser gewesen sei.
reply_de_trailing_sigh_20	de	reply	trailing	['sigh']	de	0.9970703125	True	0.0	0	26	False	Der Zug fiel aus, der Ersatzbus kam nie, und als ich endlich im Büro ankam, war die Besprechung längst vorbei. Der ganze Vormittag also, einfach weg. [sigh]	Der Zug fiel aus, der Ersatzbus kam nie, und als ich endlich im Büro ankam, war die Besprechung längst vorbei, der ganze Vormittag also einfach weg.
reply_de_wrap_place_20	de	reply	wrap	['excited']	de	0.99951171875	True	0.0	0	33	False	Er hat bis zuletzt behauptet, das Ziel sei eine Überraschung, bis die Anzeigetafel umsprang und [excited] Lissabon zeigte, und ich habe mitten in der Halle ein Geräusch gemacht, auf das ich nicht stolz bin.	Er hat bis zuletzt behauptet, das Ziel sei eine Überraschung, bis die Anzeigetafel umsprang und Lissabon zeigte und ich habe mitten in der Halle ein Geräusch gemacht, auf das ich nicht stolz bin.
reply_de_combined_pitchhappy_20	de	reply	combined	['pitch up', 'super happy']	de	0.998046875	True	0.0	0	19	False	[pitch up] [super happy] Sie haben zugesagt! Kein Vielleicht, kein Wir-melden-uns, eine richtige, uneingeschränkte Zusage, und wir sollen im September anfangen!	Sie haben zugesagt, kein Vielleicht, kein Wir melden uns, eine richtige, uneingeschränkte Zusage und wir sollen im September anfangen.
reply_de_leading_excited_20	de	reply	leading	['excited']	de	0.9990234375	True	0.0	0	24	False	[excited] Die Zusage ist heute Morgen gekommen, per Post, in so einem dünnen Umschlag. Ich habe drei Wochen lang gedacht, dünn bedeutet Absage. Diesmal nicht.	Die Zusage ist heute Morgen gekommen, per Post, in so einem dünnen Umschlag. Ich habe drei Wochen lang gedacht, dünn bedeutet Absage. Diesmal nicht.
reply_de_mid_excited_20	de	reply	mid	['excited']	de	0.98876953125	True	0.03571428571428571	1	28	False	Wir waren mitten im zweiten Set, als der Ton komplett ausfiel, und dann [excited] hat das ganze Publikum den Refrain einfach selbst weitergesungen. Zweitausend Leute, ohne ein einziges Mikrofon.	Wir waren mitten im zweiten Set, als der Ton komplett ausfiel und dann hat das ganze Publikum den Refrain einfach selbst weitergesungen. 2000 Leute ohne ein einziges Mikrofon.
reply_de_multi_anger_calm_20	de	reply	multi	['angry', 'sigh', 'soft']	de	0.99951171875	True	0.0	0	36	False	[angry] Ich habe gesagt, dass der Termin nicht verschiebbar ist, ich habe es schriftlich festgehalten, ich habe es in der Sitzung gesagt. [sigh] Und natürlich wurde er trotzdem verschoben. [soft] Ehrlich gesagt erwarte ich inzwischen auch nichts anderes mehr.	Ich habe gesagt, dass der Termin nicht verschiebbar ist, ich habe es schriftlich festgehalten, ich habe es in der Sitzung gesagt. Und natürlich wurde er trotzdem verschoben. Ehrlich gesagt erwarte ich inzwischen auch nichts anderes mehr.
reply_de_neutral_21	de	reply	neutral	[]	de	1.0	True	0.0	0	32	False	Das Mehl in drei Portionen zugeben und unterheben, nicht rühren. Der Teig darf am Ende ruhig noch leicht ungleichmäßig aussehen. Wer ihn an dieser Stelle zu lange bearbeitet, bekommt einen festen Kuchen.	das mehl in drei portionen zugeben und unterheben nicht rühren der teig darf am ende ruhig noch leicht ungleichmäßig aussehen wer ihn an dieser stelle zu lange bearbeitet bekommt einen festen kuchen
reply_de_per_sentence_worry_20	de	reply	per_sentence	['fearful', 'trembling voice', 'soft']	de	1.0	True	0.0	0	39	False	[fearful] Der Anruf kam um zwanzig nach zwei in der Nacht. [trembling voice] Ich habe die Worte nicht richtig herausbekommen, ich habe nur immer wieder gefragt, in welches Krankenhaus. [soft] Als ich ankam, war er längst wach und beschwerte sich über den Tee.	Der Anruf kam um zwanzig nach zwei in der Nacht. Ich habe die Worte nicht richtig herausbekommen, ich habe nur immer wieder gefragt, in welches Krankenhaus. Als ich ankam, war er längst wach und beschwerte sich über den Tee.
reply_de_special_chuckle_20	de	reply	special	['chuckle']	de	0.99951171875	True	0.0	0	33	False	Mein Vater hat den ganzen Urlaub darauf bestanden, dass er keine Karte braucht, wir fahren absolut richtig [chuckle] und wir sind in einem völlig anderen Land gelandet als in dem, das wir gebucht hatten.	Mein Vater hat den ganzen Urlaub darauf bestanden, dass er keine Karte braucht. Wir fahren absolut richtig. Und wir sind in einem völlig anderen Land gelandet, als in dem, das wir gebucht hatten.
reply_de_trailing_laugh_20	de	reply	trailing	['laugh']	de	1.0	True	0.0	0	34	False	Ich habe vierzig Minuten lang die ganze Wohnung nach meiner Brille abgesucht, jedes Zimmer zweimal, sogar den Wäschekorb, und dann habe ich mich im Flurspiegel gesehen. Sie saß die ganze Zeit auf meinem Kopf. [laugh]	ich habe vierzig minuten lang die ganze wohnung nach meiner brille abgesucht jedes zimmer zweimal sogar den wäschekorb und dann habe ich mich im flurspiegel gesehen sie saß die ganze zeit auf meinem kopf
reply_de_combined_softwhisper_30	de	reply	combined	['soft', 'whisper in a small voice']	de	0.9970703125	True	0.0	0	27	False	[soft] [whisper in a small voice] Er hat gefragt, ob der Hund noch da ist, wenn er aufwacht, und ich musste in einer halben Sekunde entscheiden, welche Art von Antwort diese Frage verdient.	Er hat gefragt, ob der Hund noch da ist, wenn er aufwacht, und ich musste in einer halben Sekunde entscheiden, welche Art von Antwort diese Frage verdient.
reply_de_leading_sad_20	de	reply	leading	['sad']	de	1.0	True	0.0	0	39	False	[sad] Ich war noch einmal in der alten Wohnung, um den letzten Karton zu holen. Jemand hatte die Küche schon neu gestrichen. Es ist albern, aber in der Tür stehend habe ich gemerkt, dass ich mich nie richtig verabschiedet habe.	Ich war noch einmal in der alten Wohnung, um den letzten Karton zu holen. Jemand hatte die Küche schon neu gestrichen. Es ist albern, aber in der Tür stehend habe ich gemerkt, dass ich mich nie richtig verabschiedet habe.
reply_de_mid_sad_20	de	reply	mid	['sad']	de	0.99853515625	True	0.02631578947368421	1	38	False	Er hat den Laden den ganzen Winter über offen gehalten, und [sad] am letzten Tag hat er jede Fläche poliert, bevor er das Schild umgedreht hat. Einundvierzig Jahre, und es sollte ordentlich aussehen für den, der nach ihm kommt.	Er hat den Laden den ganzen Winter über offen gehalten, und am letzten Tag hat er jede Fläche poliert, bevor er das Schild umgedreht hat. 41 Jahre, und es sollte ordentlich aussehen für den, der nach ihm kommt.
reply_de_multi_fear_relief_20	de	reply	multi	['fearful', 'surprised', 'happy']	de	0.99951171875	True	0.0	0	41	False	[fearful] Ich konnte ihn im ganzen Park nicht finden, nicht bei den Schaukeln, nicht am Teich. [surprised] Dann tippte mir eine Frau auf die Schulter und zeigte zum Musikpavillon. [happy] Da oben stand er und dirigierte ein unsichtbares Orchester, vollkommen zufrieden und völlig ahnungslos.	Ich konnte ihn im ganzen Park nicht finden, nicht bei den Schaukeln, nicht am Teich. Dann tippte mir eine Frau auf die Schulter und zeigte zum Musikpavillon. Da oben stand er und dirigierte ein unsichtbares Orchester, vollkommen zufrieden und völlig ahnungslos.
reply_de_neutral_22	de	reply	neutral	[]	de	0.99951171875	True	0.027777777777777776	1	36	False	Der Bahnsteig in Richtung Norden ist bis Monatsende wegen Sanierung gesperrt. Die Züge fahren stattdessen von Gleis vier, und der Aufzug zur Fußgängerbrücke ist außer Betrieb. Der barrierefreie Zugang erfolgt über den Seiteneingang in der Mühlenstraße.	Der Bahnsteig in Richtung Norden ist bis Monatsende wegen Sanierung gesperrt. Die Züge fahren stattdessen von Gleis 4 und der Aufzug zur Fußgängerbrücke ist außer Betrieb. Der barrierefreie Zugang erfolgt über den Seiteneingang in der Mühlenstraße.
reply_de_per_sentence_humour_20	de	reply	per_sentence	['chuckle', 'sigh', 'laugh']	de	1.0	True	0.0	0	39	False	[chuckle] Dieses Jahr wollte ich die Möbel unbedingt selbst aufbauen, so schwer kann das ja nicht sein. [sigh] Vier Stunden später hatte ich einen Schrank mit den Türen nach innen. [laugh] Und zwei Schrauben übrig, über die ich bewusst nicht weiter nachdenke.	Dieses Jahr wollte ich die Möbel unbedingt selbst aufbauen. So schwer kann das ja nicht sein. Vier Stunden später hatte ich einen Schrank mit den Türen nach innen und zwei Schrauben übrig, über die ich bewusst nicht weiter nachdenke.
reply_de_special_breath_30	de	reply	special	['breathing heavily']	de	0.998046875	True	0.0	0	36	False	Ich bin den letzten Kilometer viel zu schnell gelaufen, weil ich die Uhr über dem Ziel sehen konnte, und ich kam mit neun Sekunden Vorsprung durch [breathing heavily] und konnte danach ungefähr eine Minute lang mit niemandem sprechen.	Ich bin den letzten Kilometer viel zu schnell gelaufen, weil ich die Uhr über dem Ziel sehen konnte und ich kam mit neun Sekunden Vorsprung durch und konnte danach ungefähr eine Minute lang mit niemandem sprechen.
reply_de_trailing_happy_20	de	reply	trailing	['happy']	de	0.9990234375	True	0.0	0	38	False	Sie hat sich das ganze Stück an einem Wochenende nach Gehör beigebracht und es beim Abendessen gespielt, ohne vorher ein Wort zu sagen. Ihr Großvater hat gar nichts gesagt, er saß nur da, die Hand vor dem Mund. [happy]	Sie hat sich das ganze Stück an einem Wochenende nach Gehör beigebracht und es beim Abendessen gespielt, ohne vorher ein Wort zu sagen. Ihr Großvater hat gar nichts gesagt, er saß nur da, die Hand vor dem Mund.
reply_de_leading_angry_20	de	reply	leading	['angry']	de	0.99853515625	True	0.0	0	31	False	[angry] Sie haben das ganze Projekt in einer zweizeiligen Mail gestrichen. Acht Monate Arbeit, vier Leute, und niemand hielt ein Gespräch für nötig. Mich stört nicht die Entscheidung, mich stört die Feigheit.	Sie haben das ganze Projekt in einer zweizeiligen Mail gestrichen. Acht Monate Arbeit, vier Leute und niemand hielt ein Gespräch für nötig. Mich stört nicht die Entscheidung, mich stört die Feigheit.
reply_de_mid_angry_20	de	reply	mid	['angry']	de	1.0	True	0.0	0	33	False	Ich habe am Montag nach dem Bericht gefragt, am Mittwoch noch einmal, und [angry] heute Morgen erfahre ich, dass er die ganze Zeit fertig war und in irgendeinem Entwurfsordner lag. Das ist kein Terminproblem.	Ich habe am Montag nach dem Bericht gefragt, am Mittwoch noch einmal, und heute Morgen erfahre ich, dass er die ganze Zeit fertig war und in irgendeinem Entwurfsordner lag. Das ist kein Terminproblem.
reply_de_multi_disbelief_20	de	reply	multi	['surprised', 'laugh', 'happy']	de	0.9990234375	True	0.0	0	36	False	[surprised] Sie haben meinen Namen aufgerufen und ich dachte ernsthaft, das sei ein Versehen. [laugh] Ich habe mich tatsächlich umgedreht, ob hinter mir noch ein Thomas steht. [happy] Da stand keiner. Es war mein Name, auch auf der Urkunde.	Sie haben meinen Namen aufgerufen und ich dachte ernsthaft, das sei ein Versehen. Ich habe mich tatsächlich umgedreht, ob hinter mir noch ein Thomas steht. Da stand keiner. Es war mein Name, auch auf der Urkunde.
