id	scale	lang	placement	tags	text	wav	n_samples	sample_rate	seconds
reply_de_multi_tense_hopeful_30	reply	de	multi	trembling voice,soft,excited	[trembling voice] Der Motor sprang nicht an, und wir waren vierzig Kilometer von der nächsten Ortschaft entfernt. [soft] Ich habe mich auf die Stoßstange gesetzt und versucht, ruhig nachzudenken. [excited] Und dann kam ein Landwirt um die Kurve, mit einem Starthilfekabel auf dem Beifahrersitz.	de/reply_de_multi_tense_hopeful_30.wav	753664	44100	17.090
chapter_de_arc_21	chapter	de	per_sentence	excited,angry,sad,soft,happy	[excited] Die Bäckerei öffnete an einem Dienstag ohne Schild über der Tür, weil das Schild sich verspätet hatte, und um neun Uhr morgens stand die Schlange trotzdem bis zur Ecke. [excited] Es hatte sich vierzehn Tage lang in der Siedlung herumgesprochen, und die Hälfte der Leute in dieser Schlange hatte Dembe jeden Abend nach seiner Schicht durch das Fenster schrubben sehen. [angry] Um elf kam der Prüfer vom Amt und teilte ihm mit, die Abluftanlage sei nicht abgenommen, die Unterlagen, die man ihm im März zugesagt hatte, seien nie eingereicht worden, und er müsse schließen. [angry] Dembe wies ruhig darauf hin, dass er sechsmal im Amt angerufen hatte, dass er einen Ordner mit datierten Schreiben besaß, und dass die Schlange draußen währenddessen weiterwuchs. [sad] Es half nichts. Er stellte den Ofen um zwölf ab, ging auf den Gehweg hinaus und erklärte ungefähr sechzig Menschen, dass es doch kein Brot geben würde. [soft] Eine ältere Frau vorne sagte, sie komme dann eben am Donnerstag wieder, und der Mann hinter ihr sagte dasselbe, und so ging es die Reihe entlang, bis die Straße still war. [soft] Den Nachmittag verbrachte er zwischen den auskühlenden Blechen, den Ordner vor sich, und schrieb ein siebtes Schreiben, sorgfältiger als die ersten sechs. [happy] Die Abnahme kam am Freitag der folgenden Woche, und als er am Samstagmorgen die Tür öffnete, stand die Schlange schon da, und sie war länger.	de/chapter_de_arc_21.wav	4059136	44100	92.044
reply_de_trailing_soft_20	reply	de	trailing	soft	Wir sind die Hafenstraße zurückgelaufen, die Boote schlugen leise gegen die Stege, und keiner von uns hat lange etwas gesagt. Es musste auch nicht gesagt werden. [soft]	de/reply_de_trailing_soft_20.wav	462848	44100	10.495
reply_de_leading_fearful_20	reply	de	leading	fearful	[fearful] In der ganzen Straße ging auf einmal das Licht aus. Kein Summen vom Kühlschrank, keine Laternen, gar nichts. Und dann hörte ich das Gartentor aufgehen, und mir fiel ein, dass ich es abgeschlossen hatte.	de/reply_de_leading_fearful_20.wav	598016	44100	13.560
reply_de_mid_soft_20	reply	de	mid	soft	Die Hebamme hat uns gezeigt, wie man ihn hält, eine Hand unter den Kopf, und [soft] dann haben alle den Raum verlassen und wir waren zum ersten Mal zu dritt.	de/reply_de_mid_soft_20.wav	385024	44100	8.731
chapter_de_arc_22	chapter	de	per_sentence	soft,sad,angry,trembling voice,happy	[soft] Meine Großmutter hat jeden Brief aufgehoben, den mein Großvater ihr von See geschickt hat, der Reihe nach, in einer Keksdose, die für den Rest ihres Lebens schwach nach Ingwer roch. [soft] Sie las sie abwechselnd, ein paar in jedem Winter, und sie hat nie einen davon jemandem vorgelesen. [sad] Als sie starb, ging die Dose an meine Tante, und meine Tante stellte sie mit den Möbeln in ein Lager in Croydon, und dann wurde das Lager geräumt. [angry] Niemand hat uns Bescheid gesagt. Die Firma schickte die Mitteilung an eine Adresse, die meine Tante vier Jahre zuvor verlassen hatte, wartete die gesetzliche Frist ab und entsorgte den Inhalt vollkommen rechtmäßig. [angry] Ich habe eine Woche lang telefoniert und mir höflich und wiederholt sagen lassen, dass alles korrekt abgelaufen sei, was stimmte und überhaupt nicht half. [trembling voice] Womit ich nicht zurechtkam, war, dass diese Briefe zwei Kriege, neun Umzüge und ein Hochwasser überstanden hatten und an einem ungeöffneten Umschlag gescheitert sind. [soft] Und dann fand meine Cousine im März vier davon in einem Gesangbuch, das an eine andere Verwandte gegangen war, ungelesen, flach hinter dem Rückendeckel. [happy] Vier von sicher zweihundert. Wir haben noch am selben Nachmittag jede Seite fotografiert, alles doppelt gesichert und jedem in der Familie einen Ausdruck geschickt, der ihn haben wollte.	de/chapter_de_arc_22.wav	3835904	44100	86.982
reply_de_trailing_surprised_30	reply	de	trailing	surprised	Wir hatten das billigste Zimmer gebucht, ganz hinten, ohne Aussicht, ohne Balkon. Beim Einchecken haben sie uns kommentarlos hochgestuft, und ich habe es erst gemerkt, als ich die Vorhänge aufzog. [surprised]	de/reply_de_trailing_surprised_30.wav	565248	44100	12.817
reply_de_leading_whispers_20	reply	de	leading	whispers	[whispers] Beweg dich noch nicht. Da steht ein Reh am Waldrand, direkt hinter der umgestürzten Birke, und es hat uns noch nicht bemerkt. Wenn wir ganz still bleiben, kommt vielleicht das Kitz nach.	de/reply_de_leading_whispers_20.wav	462848	44100	10.495
reply_de_mid_chuckle_30	reply	de	mid	chuckle	Er hat darauf bestanden, den Wasserhahn selbst repariert zu haben, hat mir sogar den Beleg für die Teile gezeigt, und [chuckle] in dem Moment, in dem ich ihn aufdrehte, blieb mir das ganze Ding in der Hand und traf die Decke.	de/reply_de_mid_chuckle_30.wav	542720	44100	12.307
chapter_de_arc_23	chapter	de	per_sentence	fearful,fast,surprised,soft,laugh	[fearful] Der Feueralarm ging um vier Uhr morgens los, in einem Hotel, in dem keiner von uns die Landessprache sprach und die Beschilderung im Flur, freundlich gesagt, mehrdeutig war. [fast] Ich bekam die Tür auf, holte meinen Bruder aus dem zweiten Bett, griff die Pässe vom Schreibtisch, weil meine Hände offenbar entschieden hatten, dass das jetzt wichtig ist, und wir gingen elf Stockwerke barfuß hinunter. [fast] Das halbe Haus stand schon auf dem Parkplatz, in Bettdecken gewickelt, und niemand fand jemanden vom Personal, den man hätte fragen können. [surprised] Nach etwa zwanzig Minuten kam eine sehr ruhige Mitarbeiterin heraus und erklärte in sorgfältigem Englisch, ein Gast im vierten Stock habe unter einem Melder geraucht, und es habe zu keinem Zeitpunkt gebrannt. [soft] Es entstand eine lange Pause, in der vierhundert Menschen das verarbeiteten. [soft] Dann fing irgendwo hinten jemand an zu lachen, und es lief in ungefähr zehn Sekunden über den ganzen Parkplatz. [laugh] Mein Bruder sah auf das, was er in der Hand hielt, nämlich die Fernbedienung, und konnte weder mir noch sich selbst erklären, warum er sie mitgenommen hatte.	de/chapter_de_arc_23.wav	2895872	44100	65.666
reply_de_leading_sarcastic_20	reply	de	leading	sarcastic	[sarcastic] Ganz hervorragendes Timing. Die Heizung fällt genau in der Woche aus, in der es kalt wird, der Installateur kann frühestens Donnerstag, und die Notfallnummer spielt mir eine Ansage vor, wie wichtig ich als Kunde bin.	de/reply_de_leading_sarcastic_20.wav	643072	44100	14.582
chapter_de_arc_24	chapter	de	per_sentence	soft,excited,angry,sad,happy	[soft] Das Dorfgemeinschaftshaus war seit Januar für die Ausstellung gebucht, ein langer Raum mit schlechtem Licht und einem Boden, der vierzig Jahre Federball gesehen hatte. [excited] Priya hatte drei Monate lang Fotografien zusammengetragen, war von Tür zu Tür gegangen und hatte Alben von Leuten geliehen, die sie außerhalb der Familie noch nie jemandem gezeigt hatten. [excited] Bis Freitag hingen zweihundertelf Abzüge an den Wänden, nach Jahrzehnten geordnet, und am Ende stand ein Tisch für alle, die mit Bleistift eine Bildunterschrift ergänzen wollten. [angry] Am Samstagmorgen teilte ihr der Vorstand mit, der Brandschutzbeauftragte sei da gewesen, die Stellwände versperrten einen zweiten Ausgang, und alles an der Ostwand müsse vor der Eröffnung abgehängt werden. [angry] Das waren sechzig Fotografien, die kompletten Siebzigerjahre, und die Menschen darauf kamen um elf. [sad] Sie hat sie selbst abgenommen, eine nach der anderen, und mit dem Bild nach oben auf der Bühne gestapelt, wo sie niemand sehen würde. [soft] Dann fragte ein Mann, den sie nicht kannte, was in dem Stapel sei, hörte sich die ganze Geschichte an und ging hinaus zu seinem Transporter. [happy] Er kam mit acht Klappstaffeleien aus dem Hochzeitsgeschäft seiner Schwester zurück, und um fünf nach elf standen die kompletten Siebzigerjahre mitten im Raum, sodass die Leute um sie herumgehen mussten, was hinterher alle für die von vornherein bessere Lösung hielten.	de/chapter_de_arc_24.wav	3936256	44100	89.258
reply_de_leading_fast_20	reply	de	leading	fast	[fast] Also, das Meeting ist auf elf verschoben, auf den Folien stehen noch die Zahlen vom letzten Quartal, Priya steht auf der Umgehungsstraße fest, und irgendjemand muss den Kunden anrufen, bevor er sich einwählt und das falsche Deck sieht.	de/reply_de_leading_fast_20.wav	622592	44100	14.118
reply_de_leading_happy_30	reply	de	leading	happy	[happy] Der Schrebergarten hat sich dieses Jahr endlich gelohnt. Wir kamen nach zwei Wochen zurück und rechneten mit einem Dschungel, stattdessen standen die Bohnen an den Stangen, die Tomaten waren von allein rot geworden, und die Nachbarn hatten ungefragt alles gegossen.	de/reply_de_leading_happy_30.wav	616448	44100	13.978
small_pl_combined_fast_01	small	pl	combined	fast,excited	[fast] [excited] Szybko, szybko, bo zaraz odjadą bez nas!	pl/small_pl_combined_fast_01.wav	102400	44100	2.322
small_pl_leading_whispers_01	small	pl	leading	whispers	[whispers] Tylko cicho, bo ją obudzisz.	pl/small_pl_leading_whispers_01.wav	86016	44100	1.950
small_pl_mid_sad_01	small	pl	mid	sad	Chciałem ci to dać, ale [sad] już chyba za późno.	pl/small_pl_mid_sad_01.wav	106496	44100	2.415
small_pl_multi_excited_01	small	pl	multi	excited,angry	[excited] Dostałem bilety na koncert! [angry] No nie, a tu deszcz na cały weekend.	pl/small_pl_multi_excited_01.wav	167936	44100	3.808
small_pl_neutral_neutral_01	small	pl	neutral		Sklep czynny jest codziennie od ósmej do dwudziestej.	pl/small_pl_neutral_neutral_01.wav	163840	44100	3.715
reply_pl_per_sentence_angry_01	reply	pl	per_sentence	angry,angry,sigh	[angry] Znowu zostawiłeś brudne naczynia w zlewie. [angry] Mówiłam ci o tym chyba sto razy. [sigh] No dobrze, posprzątam, ale to ostatni raz.	pl/reply_pl_per_sentence_angry_01.wav	411648	44100	9.334
small_pl_special_sigh_01	small	pl	special	sigh	No trudno [sigh], jutro spróbujemy jeszcze raz.	pl/small_pl_special_sigh_01.wav	174080	44100	3.947
small_pl_trailing_sigh_01	small	pl	trailing	sigh	No dobrze, posprzątam ten pokój sam [sigh].	pl/small_pl_trailing_sigh_01.wav	122880	44100	2.786
small_pl_wrap_whispers_01	small	pl	wrap	whispers	Podaj mi [whispers] sól, tylko żeby mama nie słyszała.	pl/small_pl_wrap_whispers_01.wav	122880	44100	2.786
small_pl_combined_whispering_01_s2	small	pl	combined	whispering,fearful	[whispering] [fearful] Ktoś chodzi po strychu, słyszysz te kroki?	pl/small_pl_combined_whispering_01_s2.wav	96256	44100	2.183
small_pl_leading_excited_01	small	pl	leading	excited	[excited] No nie wierzę, wygraliśmy mecz!	pl/small_pl_leading_excited_01.wav	100352	44100	2.276
small_pl_mid_angry_01	small	pl	mid	angry	Prosiłem grzecznie, a ty [angry] dalej swoje robisz.	pl/small_pl_mid_angry_01.wav	139264	44100	3.158
small_pl_multi_happy_01_s2	small	pl	multi	happy,sad	[happy] Wreszcie wakacje, jedziemy nad morze! [sad] A potem znowu te smutne poniedziałki.	pl/small_pl_multi_happy_01_s2.wav	188416	44100	4.272
small_pl_neutral_neutral_02	small	pl	neutral		Przystanek autobusowy znajduje się tuż za rogiem ulicy.	pl/small_pl_neutral_neutral_02.wav	141312	44100	3.204
chapter_pl_arc_02	chapter	pl	per_sentence	excited,happy,angry,sad,sigh,happy	[excited] Od trzech miesięcy przygotowywaliśmy się do tego konkursu kulinarnego i wreszcie nadszedł wielki dzień. [happy] Nasza drużyna wstała o świcie, pełna energii i pomysłów na danie, które miało zachwycić jurorów. Kroiliśmy warzywa, mieszaliśmy sosy i śmialiśmy się przy tym jak dzieci, czując, że nic nas dziś nie powstrzyma. [angry] Niestety, na pół godziny przed końcem piekarnik nagle przestał grzać i nasza pieczeń została kompletnie surowa w środku. Krzyczałem na ten sprzęt, jakby mógł mnie usłyszeć i naprawić się ze strachu. [sad] Wydawało się, że cała nasza ciężka praca poszła na marne, a marzenie o wygranej właśnie się rozwiało. [sigh] Usiedliśmy zrezygnowani przy stole, patrząc na zimne danie i milcząc. Wtedy jednak nasza najmłodsza koleżanka zaproponowała, żeby z resztek zrobić zupełnie nową, prostą potrawę. [happy] Ku naszemu zdumieniu jurorzy zachwycili się tą improwizacją i przyznali nam drugie miejsce, a my zrozumieliśmy, że czasem porażka otwiera nowe drzwi.	pl/chapter_pl_arc_02.wav	2265088	44100	51.363
reply_pl_special_laugh_01	reply	pl	special	laugh	Opowiedział mi dowcip tak stary, że pamiętam go z podstawówki [laugh]. A i tak za każdym razem się śmieję, sam nie wiem czemu.	pl/reply_pl_special_laugh_01.wav	303104	44100	6.873
small_pl_trailing_surprised_01	small	pl	trailing	surprised	Otworzyłem szafę, a tam pełno kotów [surprised].	pl/small_pl_trailing_surprised_01.wav	94208	44100	2.136
small_pl_wrap_soft_01	small	pl	wrap	soft	To był taki [soft] cichutki dźwięk, ledwo słyszalny.	pl/small_pl_wrap_soft_01.wav	157696	44100	3.576
small_pl_combined_hurrytone_01_s2	small	pl	combined	in a hurry tone,angry	[in a hurry tone] [angry] Dawaj kurtkę i ruszamy, spóźnimy się przez ciebie!	pl/small_pl_combined_hurrytone_01_s2.wav	225280	44100	5.108
reply_pl_leading_sad_01	reply	pl	leading	sad	[sad] Wiesz, trochę mi przykro z tego powodu. Liczyłem, że jednak przyjdziesz na moje urodziny. Ale rozumiem, że masz dużo na głowie.	pl/reply_pl_leading_sad_01.wav	286720	44100	6.502
reply_pl_mid_surprised_01	reply	pl	mid	surprised	Szliśmy spokojnie przez park, rozmawiając o pogodzie. I [surprised] nagle z krzaków wyskoczył ogromny pies. Na szczęście okazał się przyjazny.	pl/reply_pl_mid_surprised_01.wav	307200	44100	6.966
small_pl_multi_surprised_01_s2	small	pl	multi	surprised,happy,sad	[surprised] Co, urodziny dzisiaj? [happy] To świetnie, robimy tort! [sad] Szkoda, że babci już nie ma.	pl/small_pl_multi_surprised_01_s2.wav	225280	44100	5.108
small_pl_neutral_neutral_03	small	pl	neutral		W lodówce został jeszcze kawałek sera i trochę masła.	pl/small_pl_neutral_neutral_03.wav	149504	44100	3.390
reply_pl_per_sentence_happy_01_s2	reply	pl	per_sentence	happy,surprised,happy	[happy] Ależ się cieszę, że dzwonisz! [surprised] Naprawdę kupiłeś już ten dom? [happy] To wspaniała wiadomość, gratuluję wam z całego serca!	pl/reply_pl_per_sentence_happy_01_s2.wav	272384	44100	6.177
small_pl_special_laughing_01_s2	small	pl	special	laughing	Spojrzał na mnie poważnie i [laughing] nie wytrzymał ani sekundy.	pl/small_pl_special_laughing_01_s2.wav	149504	44100	3.390
reply_pl_trailing_sigh_01	reply	pl	trailing	sigh	Cały dzień szukałem kluczy po całym mieszkaniu. W końcu znalazłem je w kieszeni kurtki, którą miałem na sobie [sigh].	pl/reply_pl_trailing_sigh_01.wav	264192	44100	5.991
small_pl_wrap_shouting_01_s2	small	pl	wrap	shouting	I nagle krzyknął [shouting] uciekajcie, a my w nogi.	pl/small_pl_wrap_shouting_01_s2.wav	147456	44100	3.344
reply_pl_combined_hurrytone_01_s2	reply	pl	combined	in a hurry tone,excited	[in a hurry tone] [excited] Szybko zbieraj się, taksówka już czeka pod domem! Nie chcę przegapić początku tego filmu, podobno jest rewelacyjny.	pl/reply_pl_combined_hurrytone_01_s2.wav	284672	44100	6.455
small_pl_leading_happy_01_s2	small	pl	leading	happy	[happy] Ależ super, że w końcu się udało!	pl/small_pl_leading_happy_01_s2.wav	86016	44100	1.950
small_pl_mid_sighing_01_s2	small	pl	mid	sighing	Miałem zdążyć na pociąg, [sighing] no i znowu uciekł.	pl/small_pl_mid_sighing_01_s2.wav	143360	44100	3.251
reply_pl_multi_happy_01_s2	reply	pl	multi	happy,sad,happy	[happy] Pamiętasz nasze wspólne wakacje nad jeziorem? [sad] Tak szybko to wszystko minęło, aż żal. [happy] Ale za rok możemy przecież pojechać tam jeszcze raz!	pl/reply_pl_multi_happy_01_s2.wav	299008	44100	6.780
reply_pl_neutral_neutral_01	reply	pl	neutral		Spotkanie zostało przełożone na czwartek o godzinie dziesiątej. Proszę o potwierdzenie obecności mailem do końca dnia.	pl/reply_pl_neutral_neutral_01.wav	335872	44100	7.616
reply_pl_per_sentence_whispering_01_s2	reply	pl	per_sentence	whispering,fearful,whispering	[whispering] Nie ruszaj się, coś tam stoi w korytarzu. [fearful] Słyszysz, jak skrzypi ta podłoga? [whispering] Powoli wycofujemy się do pokoju.	pl/reply_pl_per_sentence_whispering_01_s2.wav	335872	44100	7.616
small_pl_special_sighing_01_s2	small	pl	special	sighing	Patrzę na ten rachunek [sighing] i nie wiem, co powiedzieć.	pl/small_pl_special_sighing_01_s2.wav	116736	44100	2.647
small_pl_trailing_disdainful_01_s2	small	pl	trailing	disdainful	Pokazał mi tę pracę, [disdainful] jakby ktoś to w ogóle czytał.	pl/small_pl_trailing_disdainful_01_s2.wav	137216	44100	3.111
reply_pl_wrap_one_word_20	reply	pl	wrap	whispers	W całej sali zrobiło się cicho, kiedy kurator uniósł płótno, a ktoś za mną powiedział [whispers] niezwykłe, i przez dobre dziesięć sekund było to jedyne słowo, na jakie ktokolwiek się zdobył.	pl/reply_pl_wrap_one_word_20.wav	477184	44100	10.820
reply_pl_combined_softsad_20	reply	pl	combined	soft,sad	[soft] [sad] Znalazłam jego pismo na marginesie książki kucharskiej, tylko notatkę, żeby dawać mniej soli. Taka zwyczajna rzecz do zostawienia po sobie, a nie mogłam odłożyć tej książki przez godzinę.	pl/reply_pl_combined_softsad_20.wav	434176	44100	9.845
small_pl_leading_angry_01_s2	small	pl	leading	angry	[angry] Mam już dość tego bałaganu w kuchni!	pl/small_pl_leading_angry_01_s2.wav	94208	44100	2.136
small_pl_mid_fearful_01_s2	small	pl	mid	fearful	Wracaliśmy do domu i [fearful] nagle ktoś zgasił światło.	pl/small_pl_mid_fearful_01_s2.wav	241664	44100	5.480
chapter_pl_arc_03_s2	chapter	pl	multi	happy,fearful,sad,happy	[happy] Tego ranka morze było spokojne jak lustro, a my wypłynęliśmy małą łódką daleko za zatokę, śmiejąc się i śpiewając stare szanty. Słońce grzało przyjemnie, a woda mieniła się tysiącem srebrnych iskier, jakby ktoś rozsypał na niej garść gwiazd. Czuliśmy się wolni i nieśmiertelni, przekonani, że ten doskonały dzień nigdy się nie skończy. [fearful] Lecz po południu niebo na horyzoncie pociemniało nagle, a wiatr zaczął szarpać żaglem z niepokojącą siłą. Fale rosły z każdą minutą, przelewając się przez burtę, a my w panice szukaliśmy drogi powrotnej do brzegu. [sad] Gdy w końcu dobiliśmy do mola, przemoczeni i wyczerpani, okazało się, że zgubiliśmy w sztormie aparat z całymi zdjęciami z wakacji. Siedzieliśmy na pomoście w milczeniu, żałując tych utraconych wspomnień. [happy] Ale wtedy stary rybak podszedł do nas z termosem gorącej herbaty i powiedział, że najlepsze wspomnienia i tak nosimy w sercu, a nie na kliszy. Roześmialiśmy się przez łzy, wdzięczni, że cali wróciliśmy na ląd.	pl/chapter_pl_arc_03_s2.wav	2439168	44100	55.310
reply_pl_neutral_neutral_02	reply	pl	neutral		Pociąg do Krakowa odjeżdża z peronu trzeciego. Podróż potrwa około dwóch i pół godziny, z jedną przesiadką w Katowicach.	pl/reply_pl_neutral_neutral_02.wav	299008	44100	6.780
chapter_pl_arc_01_s2	chapter	pl	per_sentence	sad,sighing,fearful,surprised,happy,happy	[sad] Dom stał pusty od wielu lat, a ja wracałam do niego po raz pierwszy od śmierci dziadków. [sighing] Każda deska w podłodze skrzypiała tak samo jak kiedyś, gdy biegałam tędy jako mała dziewczynka. Zapach starego drewna i kurzu od razu przywołał setki wspomnień, które wydawały się zupełnie zapomniane. [fearful] Gdy weszłam na strych, usłyszałam dziwny szelest gdzieś w kącie i serce podeszło mi do gardła. Przez chwilę stałam nieruchomo, bojąc się nawet oddychać, wpatrzona w ciemność pod krokwiami. [surprised] Wtedy z cienia wyłoniła się mała, przestraszona kotka z dwoma kociętami. Musiała schronić się tu przed mrozem i urodzić swoje maleństwa właśnie w moim rodzinnym domu. [happy] Uśmiechnęłam się szeroko, bo nagle ten pusty, smutny dom przestał być pusty. [happy] Postanowiłam, że zostanę i przywrócę mu dawne życie, a one będą moją nową rodziną.	pl/chapter_pl_arc_01_s2.wav	1970176	44100	44.675
reply_pl_special_laugh_20	reply	pl	special	laugh	Wstaje więc do tego bardzo uroczystego toastu, stuka w kieliszek, chrząka, i całe dno kieliszka odpada mu na stół [laugh] a on po prostu kontynuuje przemowę, trzymając samą nóżkę.	pl/reply_pl_special_laugh_20.wav	540672	44100	12.260
small_pl_trailing_laughing_01_s2	small	pl	trailing	laughing	On naprawdę myślał, że to ja zjadłem to ciasto [laughing].	pl/small_pl_trailing_laughing_01_s2.wav	149504	44100	3.390
reply_pl_wrap_name_20	reply	pl	wrap	soft	Czytali nazwiska powoli, jedno po drugim, a kiedy doszli do [soft] Małgorzata, mężczyzna w pierwszym rzędzie wreszcie opuścił głowę.	pl/reply_pl_wrap_name_20.wav	335872	44100	7.616
reply_pl_combined_fastexcited_20	reply	pl	combined	fast,excited	[fast] [excited] Dobra, taksówka stoi pod domem, paszporty są w niebieskiej torbie, już nas odprawiłem, i jeśli wyjdziemy w ciągu czterech minut, złapiemy wcześniejszy pociąg zamiast tego późnego.	pl/reply_pl_combined_fastexcited_20.wav	464896	44100	10.542
small_pl_leading_surprised_01_s2	small	pl	leading	surprised	[surprised] Ojej, a ty tu skąd o tej porze?	pl/small_pl_leading_surprised_01_s2.wav	114688	44100	2.601
reply_pl_mid_disdainful_01_s2	reply	pl	mid	disdainful	Pokazał wszystkim swój nowy zegarek, bardzo dumny. A potem [disdainful] okazało się, że to zwykła podróbka z bazaru. Trochę było mi go żal.	pl/reply_pl_mid_disdainful_01_s2.wav	333824	44100	7.570
reply_pl_multi_joy_grief_20	reply	pl	multi	excited,sad,soft	[excited] Wyniki wyszły czyste, zupełnie czyste, naprawdę krzyknęłam na korytarzu. [sad] Potem przypomniałam sobie, że Anna dostała swoje w tym samym tygodniu rok temu, i jej nie były. [soft] Więc posiedziałam jeszcze chwilę w samochodzie, zanim pojechałam do domu.	pl/reply_pl_multi_joy_grief_20.wav	612352	44100	13.886
chapter_pl_arc_04	chapter	pl	neutral		Proces parzenia dobrej kawy zaczyna się od wyboru świeżo palonych ziaren odpowiedniej jakości. Najlepiej mielić je tuż przed zaparzeniem, ponieważ zmielona kawa szybko traci swój aromat i olejki eteryczne. Grubość mielenia należy dopasować do metody, której zamierzamy użyć, gdyż inaczej parzy się kawę w ekspresie kolbowym, a inaczej w prostym dripie. Woda powinna mieć temperaturę około dziewięćdziesięciu trzech stopni, czyli tuż po zagotowaniu, odstawiona na kilkanaście sekund. Zbyt gorąca woda przypali kawę i wydobędzie z niej gorzkie, nieprzyjemne nuty. Proporcje zazwyczaj wynoszą około sześćdziesięciu gramów kawy na litr wody, choć każdy może dostosować je do własnego smaku. Po zalaniu warto odczekać chwilę, aby kawa równomiernie się rozparzyła i uwolniła pełnię aromatu. Gotowy napar najlepiej spożyć od razu, zanim ostygnie i straci swoją głębię. Przygotowanie kawy to nie tylko codzienna czynność, ale i mała sztuka, która wymaga uwagi oraz odrobiny cierpliwości.	pl/chapter_pl_arc_04.wav	2672640	44100	60.604
reply_pl_per_sentence_arc_20	reply	pl	per_sentence	soft,surprised,excited	[soft] Koperta leżała za zegarem od marca. [surprised] W środku było zdjęcie, którego nigdy nie widziałam, moja mama mniej więcej dziewiętnastoletnia, śmiejąca się z czegoś poza kadrem. [excited] A na odwrocie, ołówkiem, nazwa ulicy, na której poznała mojego ojca.	pl/reply_pl_per_sentence_arc_20.wav	620544	44100	14.071
reply_pl_special_gasp_20	reply	pl	special	gasp	Skręciła na ostatnim zakręcie szlaku, spodziewając się kolejnego lasu, i cała dolina otworzyła się pod nią [gasp] a jezioro łapało światło aż po najdalszą grań.	pl/reply_pl_special_gasp_20.wav	370688	44100	8.406
reply_pl_trailing_laughing_01_s2	reply	pl	trailing	laughing	Próbowałem upiec ciasto według przepisu babci. Wyszło coś, co bardziej przypominało cegłę niż deser [laughing].	pl/reply_pl_trailing_laughing_01_s2.wav	243712	44100	5.526
reply_pl_wrap_number_20	reply	pl	wrap	surprised	Poprosiłem mechanika o orientacyjną wycenę i wewnętrznie się przygotowałem, a on popatrzył chwilę na silnik i powiedział [surprised] czterdzieści, co w żadną stronę nie było liczbą, na którą byłem gotowy.	pl/reply_pl_wrap_number_20.wav	552960	44100	12.539
reply_pl_combined_whisperfear_20	reply	pl	combined	whispers,fearful	[whispers] [fearful] Ktoś jest na klatce. Słyszę tę deskę przy szafce z pościelą, tę, która zawsze skrzypi. Jeszcze nie zapalaj światła.	pl/reply_pl_combined_whisperfear_20.wav	327680	44100	7.430
reply_pl_leading_excited_01_s2	reply	pl	leading	excited	[excited] Słuchaj, mam dla ciebie świetną wiadomość! Dostałem tę pracę, o której tyle marzyłem. Zaczynam już w przyszłym tygodniu.	pl/reply_pl_leading_excited_01_s2.wav	311296	44100	7.059
reply_pl_mid_surprised_20	reply	pl	mid	surprised	Otworzyłem list, spodziewając się kolejnej odmowy, i [surprised] to była zgoda razem z pełnym stypendium. Musiałem usiąść na schodach i przeczytać wszystko dwa razy, zanim do mnie dotarło.	pl/reply_pl_mid_surprised_20.wav	466944	44100	10.588
reply_pl_multi_anger_calm_20	reply	pl	multi	angry,sigh,soft	[angry] Mówiłem, że tego terminu nie da się przesunąć, napisałem to, powiedziałem to na zebraniu. [sigh] I oczywiście i tak go przesunęli. [soft] Szczerze mówiąc, na tym etapie już niczego innego się nie spodziewam.	pl/reply_pl_multi_anger_calm_20.wav	483328	44100	10.960
reply_pl_neutral_20	reply	pl	neutral		Biblioteka przeniosła czytelnię na drugie piętro w czasie wakacji. W dni powszednie jest otwarta do dwudziestej, a czytniki mikrofilmów zastąpiono dwoma stanowiskami skanującymi przy oknie.	pl/reply_pl_neutral_20.wav	452608	44100	10.263
reply_pl_per_sentence_worry_20	reply	pl	per_sentence	fearful,trembling voice,soft	[fearful] Telefon zadzwonił dwadzieścia po drugiej w nocy. [trembling voice] Nie mogłam z siebie wydusić słów, powtarzałam tylko pytanie, do którego szpitala. [soft] Zanim dojechałam, już nie spał i narzekał na herbatę.	pl/reply_pl_per_sentence_worry_20.wav	448512	44100	10.170
reply_pl_special_sigh_20	reply	pl	special	sigh	Przepisałem cały rozdział, przebudowałem go, wyciąłem cztery tysiące słów [sigh] a jedyna uwaga mojej redaktorki była taka, że pierwotny początek był lepszy.	pl/reply_pl_special_sigh_20.wav	385024	44100	8.731
reply_pl_trailing_sigh_20	reply	pl	trailing	sigh	Pociąg odwołany, autobus zastępczy nie przyjechał wcale, a kiedy wreszcie dotarłem do biura, spotkanie dawno się skończyło. Czyli cały poranek, po prostu przepadł. [sigh]	pl/reply_pl_trailing_sigh_20.wav	499712	44100	11.331
reply_pl_wrap_place_20	reply	pl	wrap	excited	Do samego końca twierdził, że cel jest niespodzianką, aż tablica odlotów przeskoczyła i pokazała [excited] Lizbona, a ja wydałam z siebie na środku terminalu dźwięk, z którego nie jestem dumna.	pl/reply_pl_wrap_place_20.wav	448512	44100	10.170
reply_pl_combined_pitchhappy_20	reply	pl	combined	pitch up,super happy	[pitch up] [super happy] Zgodzili się! Żadne może, żadne zastanowimy się, prawdziwa, bezwarunkowa zgoda, i mamy zacząć we wrześniu!	pl/reply_pl_combined_pitchhappy_20.wav	288768	44100	6.548
